method,round,accuracy,macro_f1,fairness,comm_cost
battery_only,4,0.08755760368663594,0.0453049159006719,0.6857142857137755,1.8600000000000012
battery_only,5,0.0913978494623656,0.058222359711638014,0.6857142857139592,2.3200000000000016
battery_only,6,0.130568356374808,0.08063303485328172,0.6857142857140589,2.800000000000002
battery_only,7,0.19969278033794163,0.11982653760786564,0.6857142857141192,3.2800000000000025
battery_only,8,0.271889400921659,0.14395125695371194,0.6857142857141582,3.720000000000003
battery_only,9,0.423963133640553,0.20216030790786052,0.6857142857141849,4.199999999999998
battery_only,10,0.3847926267281106,0.18347193785052848,0.6849460398755338,4.59999999999999
battery_only,11,0.4815668202764977,0.21400971197226706,0.6834894189475156,4.979999999999982
battery_only,12,0.5245775729646698,0.2264695039431698,0.6814601003596358,5.379999999999973
battery_only,13,0.5752688172043011,0.2426518739422265,0.6787657265976162,5.779999999999965
battery_only,14,0.5599078341013825,0.23706286955374115,0.6767724994031526,6.139999999999957
battery_only,15,0.5745007680491552,0.24832655752277127,0.6742007938216871,6.45999999999995
battery_only,16,0.5752688172043011,0.268983258843,0.6712696864111124,6.779999999999943
battery_only,17,0.641321044546851,0.2527766742093248,0.667889908256847,7.079999999999937
battery_only,18,0.6336405529953917,0.2715292425043688,0.665652514636027,7.39999999999993
battery_only,19,0.6159754224270353,0.27494899102992765,0.6626813056127476,7.679999999999924
battery_only,20,0.6720430107526881,0.29298215424318275,0.6587811361622267,7.939999999999919
battery_only,21,0.6466973886328725,0.26699746269594327,0.6544945772445213,8.219999999999914
battery_only,22,0.6705069124423964,0.2661118897589513,0.6505612427395918,8.499999999999908
battery_only,23,0.6497695852534562,0.26230908512786805,0.6470835255380201,8.759999999999902
battery_only,24,0.67357910906298,0.25253339169656425,0.6443994099151933,9.039999999999896
battery_only,25,0.7096774193548387,0.2801152319694392,0.6417729341048075,9.29999999999989
battery_only,26,0.7004608294930875,0.2562392340018158,0.6388429970177446,9.559999999999885
battery_only,27,0.6674347158218126,0.26905648959414763,0.6346274921300995,9.79999999999988
battery_only,28,0.7396313364055299,0.2663404183260302,0.6299830698428445,9.999999999999876
battery_only,29,0.7096774193548387,0.28443732306536296,0.6252015119085426,10.199999999999871
battery_only,30,0.7411674347158218,0.26454734262901747,0.620898727724316,10.399999999999867
utility_only,1,0.059907834101382486,0.05218871749251592,0.6857142857061225,0.48000000000000015
utility_only,2,0.07450076804915515,0.051264313626819616,0.6857142857122449,0.9600000000000005
utility_only,3,0.08602150537634409,0.05423581056429607,0.6857142857133787,1.4400000000000008
utility_only,4,0.0890937019969278,0.06012600017746067,0.6857142857137755,1.8600000000000012
utility_only,5,0.09370199692780339,0.05700654931705676,0.6857142857139592,2.3200000000000016
utility_only,6,0.10829493087557604,0.06874014522234581,0.6857142857140589,2.800000000000002
utility_only,7,0.1781874039938556,0.10923559686574313,0.6857142857141192,3.2800000000000025
utility_only,8,0.18663594470046083,0.11735403442072045,0.6857142857141582,3.720000000000003
utility_only,9,0.2995391705069124,0.1508309395377507,0.6857142857141849,4.199999999999998
utility_only,10,0.35407066052227343,0.17264645187014685,0.6849460398755338,4.59999999999999
utility_only,11,0.4631336405529954,0.22002032188069537,0.6834894189475156,4.979999999999982
utility_only,12,0.5261136712749616,0.2352651642939843,0.6814601003596358,5.379999999999973
utility_only,13,0.565284178187404,0.23811147783719805,0.6787657265976162,5.779999999999965
utility_only,14,0.5721966205837173,0.2402886398314258,0.6767724994031526,6.139999999999957
utility_only,15,0.576036866359447,0.2520342360805698,0.6742007938216871,6.45999999999995
utility_only,16,0.5468509984639017,0.2475946651097699,0.6712696864111124,6.779999999999943
utility_only,17,0.6159754224270353,0.26078128164591585,0.667889908256847,7.079999999999937
utility_only,18,0.6497695852534562,0.27901317077942284,0.665652514636027,7.39999999999993
utility_only,19,0.6298003072196621,0.2737018491060552,0.6626813056127476,7.679999999999924
utility_only,20,0.6574500768049155,0.29477259198178263,0.6587811361622267,7.939999999999919
utility_only,21,0.6574500768049155,0.28462641534356126,0.6544945772445213,8.219999999999914
utility_only,22,0.6820276497695853,0.2817753412122121,0.6505612427395918,8.499999999999908
utility_only,23,0.6766513056835638,0.27943815059521326,0.6470835255380201,8.759999999999902
utility_only,24,0.6812596006144394,0.2671666381701754,0.6443994099151933,9.039999999999896
utility_only,25,0.6973886328725039,0.27451131024270997,0.6417729341048075,9.29999999999989
utility_only,26,0.7288786482334869,0.2808409213695465,0.6388429970177446,9.559999999999885
utility_only,27,0.6996927803379416,0.2616985015374063,0.6346274921300995,9.79999999999988
utility_only,28,0.705837173579109,0.25754647200255265,0.6299830698428445,9.999999999999876
utility_only,29,0.7127496159754224,0.26712096079143977,0.6252015119085426,10.199999999999871
utility_only,30,0.6820276497695853,0.25942825203026465,0.620898727724316,10.399999999999867
fedcs,1,0.0629800307219662,0.05553227334358009,0.6857142857061225,0.48000000000000015
fedcs,2,0.07526881720430108,0.053199352629783134,0.6857142857122449,0.9600000000000005
fedcs,3,0.08755760368663594,0.04526268843597213,0.6857142857133787,1.4400000000000008
fedcs,4,0.08755760368663594,0.05170438628720213,0.6857142857137755,1.8600000000000012
fedcs,5,0.10061443932411675,0.0636657299217237,0.6857142857139592,2.3200000000000016
fedcs,6,0.14055299539170507,0.08847420603475298,0.6857142857140589,2.800000000000002
fedcs,7,0.2465437788018433,0.14348331002968695,0.6857142857141192,3.2800000000000025
fedcs,8,0.27572964669738864,0.14123549268758076,0.6857142857141582,3.720000000000003
fedcs,9,0.36251920122887865,0.1763591392956867,0.6857142857141849,4.199999999999998
fedcs,10,0.39938556067588327,0.18893694504219233,0.6849460398755338,4.59999999999999
fedcs,11,0.4447004608294931,0.20252813954023421,0.6834894189475156,4.979999999999982
fedcs,12,0.5053763440860215,0.22417204856809858,0.6814601003596358,5.379999999999973
fedcs,13,0.5491551459293394,0.2407681504859928,0.6787657265976162,5.779999999999965
fedcs,14,0.5683563748079877,0.24467451113250255,0.6767724994031526,6.139999999999957
fedcs,15,0.5560675883256528,0.2368999475222372,0.6742007938216871,6.45999999999995
fedcs,16,0.5399385560675883,0.24458898873198878,0.6712696864111124,6.779999999999943
fedcs,17,0.6981566820276498,0.26543505290061825,0.667889908256847,7.079999999999937
fedcs,18,0.6612903225806451,0.26935560887424576,0.665652514636027,7.39999999999993
fedcs,19,0.6274961597542242,0.25948653256738785,0.6626813056127476,7.679999999999924
fedcs,20,0.6758832565284179,0.28059428943437076,0.6587811361622267,7.939999999999919
fedcs,21,0.6751152073732719,0.26812549901570554,0.6544945772445213,8.219999999999914
fedcs,22,0.6820276497695853,0.27048202538247695,0.6505612427395918,8.499999999999908
fedcs,23,0.662826420890937,0.276681022676729,0.6470835255380201,8.759999999999902
fedcs,24,0.7227342549923195,0.27277121322610276,0.6443994099151933,9.039999999999896
fedcs,25,0.7096774193548387,0.27696106263685444,0.6417729341048075,9.29999999999989
fedcs,26,0.6966205837173579,0.2635486059405048,0.6388429970177446,9.559999999999885
fedcs,27,0.6912442396313364,0.2652520385566209,0.6346274921300995,9.79999999999988
fedcs,28,0.7327188940092166,0.28066365100559676,0.6299830698428445,9.999999999999876
fedcs,29,0.7227342549923195,0.28105492118947434,0.6252015119085426,10.199999999999871
fedcs,30,0.7235023041474654,0.27826346185975903,0.620898727724316,10.399999999999867
