R_comm,method_a,method_b,n_pairs,statistic,p_value,mean_diff,effect_size,ci_low,ci_high,significant,correction_scope,reference,metric,test,correction
500.0,mclp_place,alzenad2017,10,20.0,0.4921875,-0.017580130642018507,-0.2727272727272727,-0.05777587613737889,0.02062633161604651,False,group,mclp_place,macro_f1,wilcoxon,holm
500.0,mclp_place,pso_cluster_place,10,21.0,0.556640625,0.00821433427907281,0.23636363636363636,-0.037034170041188336,0.04871321132304745,False,group,mclp_place,macro_f1,wilcoxon,holm
5000.0,mclp_place,ahc_place,10,21.0,0.556640625,0.006308761476121005,0.23636363636363636,-0.00493148133233067,0.01818020201865266,False,group,mclp_place,macro_f1,wilcoxon,holm
1000.0,mclp_place,de_place,10,21.0,0.556640625,0.0012263651303633465,0.23636363636363636,-0.044055144357003084,0.03559981888162588,False,group,mclp_place,macro_f1,wilcoxon,holm
1000.0,mclp_place,proposed_hfl,10,21.0,0.556640625,0.010893591044196804,0.23636363636363636,-0.029897871458137503,0.04789935611988491,False,group,mclp_place,macro_f1,wilcoxon,holm
500.0,mclp_place,ahc_place,10,22.0,0.625,-0.009693683561197453,-0.2,-0.04777109652040127,0.025734702720629277,False,group,mclp_place,macro_f1,wilcoxon,holm
2000.0,mclp_place,mozaffari2016,10,22.0,0.625,0.004537948870829545,0.2,-0.015490199360653774,0.023448423497266852,False,group,mclp_place,macro_f1,wilcoxon,holm
1000.0,mclp_place,alzenad2017,10,22.0,0.625,-0.002651121285383856,0.2,-0.04788859474880771,0.03286938769510193,False,group,mclp_place,macro_f1,wilcoxon,holm
500.0,mclp_place,mogoa,10,22.0,0.625,0.011039438251392624,0.2,-0.037058185243014484,0.05301334091581706,False,group,mclp_place,macro_f1,wilcoxon,holm
2000.0,mclp_place,moon2022,10,23.0,0.6953125,-0.005258494366548239,-0.16363636363636364,-0.025466503057163407,0.014593682600902182,False,group,mclp_place,macro_f1,wilcoxon,holm
1000.0,mclp_place,ahc_place,10,23.0,0.6953125,-0.018174654049589553,-0.16363636363636364,-0.06963516026358423,0.026921865946649533,False,group,mclp_place,macro_f1,wilcoxon,holm
2000.0,mclp_place,alzenad2017,10,23.0,0.6953125,0.008284176823261508,0.16363636363636364,-0.014261032719246353,0.03239347386922007,False,group,mclp_place,macro_f1,wilcoxon,holm
3000.0,mclp_place,cap_kmeans_place,10,24.0,0.76953125,0.014048064702450375,0.12727272727272726,-0.008240696858128432,0.03985525781260378,False,group,mclp_place,macro_f1,wilcoxon,holm
